ICD10_Code,ICD10_Description,'ICD-10-CM CODE','ICD-10-CM CODE DESCRIPTION','Default CCSR CATEGORY IP','Default CCSR CATEGORY DESCRIPTION IP','Default CCSR CATEGORY OP','Default CCSR CATEGORY DESCRIPTION OP','CCSR CATEGORY 1','CCSR CATEGORY 1 DESCRIPTION','CCSR CATEGORY 2','CCSR CATEGORY 2 DESCRIPTION','CCSR CATEGORY 3','CCSR CATEGORY 3 DESCRIPTION','CCSR CATEGORY 4','CCSR CATEGORY 4 DESCRIPTION','CCSR CATEGORY 5','CCSR CATEGORY 5 DESCRIPTION','CCSR CATEGORY 6','CCSR CATEGORY 6 DESCRIPTION'
A41,その他の敗血症,,,,,,,,,,,,,,,,,,
A42,放線菌症＜アクチノミセス症＞,,,,,,,,,,,,,,,,,,
A43,ノカルジア症,,,,,,,,,,,,,,,,,,
A44,バルトネラ症,,,,,,,,,,,,,,,,,,
A48,その他の細菌性疾患，他に分類されないもの,,,,,,,,,,,,,,,,,,
A49,部位不明の細菌感染症,,,,,,,,,,,,,,,,,,
A50,先天梅毒,,,,,,,,,,,,,,,,,,
A51,早期梅毒,,,,,,,,,,,,,,,,,,
A52,晩期梅毒,,,,,,,,,,,,,,,,,,
A53,その他及び詳細不明の梅毒,,,,,,,,,,,,,,,,,,
A54,淋菌感染症,,,,,,,,,,,,,,,,,,
A56,その他の性的伝播性クラミジア疾患,,,,,,,,,,,,,,,,,,
A59,トリコモナス症,,,,,,,,,,,,,,,,,,
A60,肛門性器ヘルペスウイルス［単純ヘルペス］感染症,,,,,,,,,,,,,,,,,,
A63,主として性的伝播様式をとるその他の感染症，他に分類されないもの,,,,,,,,,,,,,,,,,,
A66,フランベジア＜yaws＞,,,,,,,,,,,,,,,,,,
A67,ピンタ＜pinta＞［カラート＜carate＞］,,,,,,,,,,,,,,,,,,
A68,回帰熱,,,,,,,,,,,,,,,,,,
A69,その他のスピロヘータ感染症,,,,,,,,,,,,,,,,,,
A71,トラコーマ,,,,,,,,,,,,,,,,,,
A74,クラミジアによるその他の疾患,,,,,,,,,,,,,,,,,,
A75,発疹チフス,,,,,,,,,,,,,,,,,,
A77,紅斑熱［マダニ媒介リケッチア症］,,,,,,,,,,,,,,,,,,
A778a,日本紅斑熱＜リケッチアジャポニカによる紅斑熱＞,,,,,,,,,,,,,,,,,,
A778b,その他の紅斑熱,,,,,,,,,,,,,,,,,,
A79,その他のリケッチア症,,,,,,,,,,,,,,,,,,
A80,急性灰白髄炎＜ポリオ＞,,,,,,,,,,,,,,,,,,
A81,中枢神経系の非定型ウイルス感染症,,,,,,,,,,,,,,,,,,
A82,狂犬病,,,,,,,,,,,,,,,,,,
A83,蚊媒介ウイルス（性）脳炎,,,,,,,,,,,,,,,,,,
A84,ダニ媒介ウイルス（性）脳炎,,,,,,,,,,,,,,,,,,
A85,その他のウイルス（性）脳炎，他に分類されないもの,,,,,,,,,,,,,,,,,,
A87,ウイルス（性）髄膜炎,,,,,,,,,,,,,,,,,,
A88,中枢神経系のその他のウイルス感染症，他に分類されないもの,,,,,,,,,,,,,,,,,,
A92,その他の蚊媒介ウイルス熱,,,,,,,,,,,,,,,,,,
A93,その他の節足動物媒介ウイルス熱，他に分類されないもの,,,,,,,,,,,,,,,,,,
A95,黄熱,,,,,,,,,,,,,,,,,,
A96,アレナウイルス出血熱,,,,,,,,,,,,,,,,,,
A98,その他のウイルス性出血熱，他に分類されないもの,,,,,,,,,,,,,,,,,,
B00,ヘルペスウイルス［単純ヘルペス］感染症,,,,,,,,,,,,,,,,,,
B01,水痘［鶏痘］,,,,,,,,,,,,,,,,,,
B02,帯状疱疹［帯状ヘルペス］,,,,,,,,,,,,,,,,,,
B05,麻疹,,,,,,,,,,,,,,,,,,
B06,風疹［ドイツ麻疹］,,,,,,,,,,,,,,,,,,
B07,ウイルス（性）いぼ＜疣＞＜疣贅＞,,,,,,,,,,,,,,,,,,
B08,皮膚及び粘膜病変を特徴とするその他のウイルス感染症，他に分類されないもの,,,,,,,,,,,,,,,,,,
B15,急性A型肝炎,,,,,,,,,,,,,,,,,,
B16,急性B型肝炎,,,,,,,,,,,,,,,,,,
B17,その他の急性ウイルス性肝炎,,,,,,,,,,,,,,,,,,
B18,慢性ウイルス性肝炎,,,,,,,,,,,,,,,,,,
B19,詳細不明のウイルス性肝炎,,,,,,,,,,,,,,,,,,
B200,マイコバクテリウム感染症を起こしたHIV病,,,,,,,,,,,,,,,,,,
B201,その他の細菌感染症を起こしたHIV病,,,,,,,,,,,,,,,,,,
B202,サイトメガロウイルス病を起こしたHIV病,,,,,,,,,,,,,,,,,,
B203,その他のウイルス感染症を起こしたHIV病,,,,,,,,,,,,,,,,,,
B204,カンジダ症を起こしたHIV病,,,,,,,,,,,,,,,,,,
B205,その他の真菌症を起こしたHIV病,,,,,,,,,,,,,,,,,,
B206,ニューモシスチス・イロベチイ肺炎を起こしたHIV病,,,,,,,,,,,,,,,,,,
B207,複合感染症を起こしたHIV病,,,,,,,,,,,,,,,,,,
B208,その他の感染症及び寄生虫症を起こしたHIV病,,,,,,,,,,,,,,,,,,
B209,詳細不明の感染症又は寄生虫症を起こしたHIV病,,,,,,,,,,,,,,,,,,
B21,悪性新生物＜腫瘍＞を起こしたヒト免疫不全ウイルス［HIV］病,,,,,,,,,,,,,,,,,,
B210,カポジ＜Kaposi＞肉腫を起こしたHIV病,,,,,,,,,,,,,,,,,,
B211,バーキット＜Burkitt＞リンパ腫を起こしたHIV病,,,,,,,,,,,,,,,,,,
B212,その他の型の非ホジキン＜non-Hodgkin＞リンパ腫を起こしたHIV病,,,,,,,,,,,,,,,,,,
B213,リンパ組織，造血組織及び関連組織のその他の悪性新生物＜腫瘍＞を起こしたHIV病,,,,,,,,,,,,,,,,,,
B217,多発性の悪性新生物＜腫瘍＞を起こしたHIV病,,,,,,,,,,,,,,,,,,
B218,その他の悪性新生物＜腫瘍＞を起こしたHIV病,,,,,,,,,,,,,,,,,,
B219,詳細不明の悪性新生物＜腫瘍＞を起こしたHIV病,,,,,,,,,,,,,,,,,,
B22,その他の明示された疾患を起こしたヒト免疫不全ウイルス［HIV］病,,,,,,,,,,,,,,,,,,
B220,脳症を起こしたHIV病,,,,,,,,,,,,,,,,,,
B221,リンパ性間質性肺臓炎を起こしたHIV病,,,,,,,,,,,,,,,,,,
B222,消耗症候群を起こしたHIV病,,,,,,,,,,,,,,,,,,
B227,他に分類される多発疾患を起こしたHIV病,,,,,,,,,,,,,,,,,,
B23,その他の病態を起こしたヒト免疫不全ウイルス［HIV］病,,,,,,,,,,,,,,,,,,
B230,急性HIV感染症候群,,,,,,,,,,,,,,,,,,
B231,（遷延性）全身性リンパ節症を起こしたHIV病,,,,,,,,,,,,,,,,,,
B232,血液学的及び免疫学的異常を起こしたHIV病，他に分類されないもの,,,,,,,,,,,,,,,,,,
B238,その他の明示された病態を起こしたHIV病,,,,,,,,,,,,,,,,,,
B24,詳細不明のヒト免疫不全ウイルス［HIV］病,,,,,,,,,,,,,,,,,,
B25,サイトメガロウイルス病,,,,,,,,,,,,,,,,,,
B26,ムンプス,,,,,,,,,,,,,,,,,,
B27,伝染性単核症,,,,,,,,,,,,,,,,,,
B30,ウイルス（性）結膜炎,,,,,,,,,,,,,,,,,,
B33,その他のウイルス性疾患，他に分類されないもの,,,,,,,,,,,,,,,,,,
B34,部位不明のウイルス感染症,,,,,,,,,,,,,,,,,,
B35,皮膚糸状菌症,,,,,,,,,,,,,,,,,,
B36,その他の表在性真菌症,,,,,,,,,,,,,,,,,,
B37,カンジダ症,,,,,,,,,,,,,,,,,,
B38,コクシジオイデス症,,,,,,,,,,,,,,,,,,
B39,ヒストプラスマ症,,,,,,,,,,,,,,,,,,
B40,ブラストミセス症,,,,,,,,,,,,,,,,,,
B41,パラコクシジオイデス症,,,,,,,,,,,,,,,,,,
B42,スポロトリコーシス,,,,,,,,,,,,,,,,,,
B43,クロモミコーシス及びフェオミコーシス性膿瘍,,,,,,,,,,,,,,,,,,
B44,アスペルギルス症,,,,,,,,,,,,,,,,,,
B45,クリプトコックス症,,,,,,,,,,,,,,,,,,
B46,接合菌症,,,,,,,,,,,,,,,,,,
B47,菌腫,,,,,,,,,,,,,,,,,,
B48,その他の真菌症，他に分類されないもの,,,,,,,,,,,,,,,,,,
B487,日和見真菌症,,,,,,,,,,,,,,,,,,
B50,熱帯熱マラリア,,,,,,,,,,,,,,,,,,
B51,三日熱マラリア,,,,,,,,,,,,,,,,,,
B52,四日熱マラリア,,,,,,,,,,,,,,,,,,
B53,その他の寄生虫学的に確認されたマラリア,,,,,,,,,,,,,,,,,,
B55,リーシュマニア症,,,,,,,,,,,,,,,,,,
B56,アフリカトリパノソーマ症,,,,,,,,,,,,,,,,,,
B57,シャーガス＜Chagas＞病,,,,,,,,,,,,,,,,,,
B58,トキソプラズマ症,,,,,,,,,,,,,,,,,,
B60,その他の原虫疾患，他に分類されないもの,,,,,,,,,,,,,,,,,,
B65,住血吸虫症,,,,,,,,,,,,,,,,,,
B66,その他の吸虫感染症,,,,,,,,,,,,,,,,,,
B67,エキ＜ヒ＞ノコックス症,,,,,,,,,,,,,,,,,,
B68,条虫症,,,,,,,,,,,,,,,,,,
B69,のう＜嚢＞（尾）虫症,,,,,,,,,,,,,,,,,,
B70,裂頭条虫症及び孤虫症＜スパルガーヌム症＞,,,,,,,,,,,,,,,,,,
B71,その他の条虫感染症,,,,,,,,,,,,,,,,,,
B73,オンコセルカ症,,,,,,,,,,,,,,,,,,
B74,フィラリア症＜糸状虫症＞,,,,,,,,,,,,,,,,,,
B76,鉤虫症,,,,,,,,,,,,,,,,,,
B77,回＜蛔＞虫症,,,,,,,,,,,,,,,,,,
B78,糞線虫症,,,,,,,,,,,,,,,,,,
B81,その他の腸ぜん＜蠕＞虫症，他に分類されないもの,,,,,,,,,,,,,,,,,,
B82,詳細不明の腸寄生虫症,,,,,,,,,,,,,,,,,,
B83,その他のぜん＜蠕＞虫症,,,,,,,,,,,,,,,,,,
B85,シラミ症及びケジラミ症,,,,,,,,,,,,,,,,,,
B87,ハエ幼虫症,,,,,,,,,,,,,,,,,,
B88,その他の寄生症,,,,,,,,,,,,,,,,,,
B90,結核の続発・後遺症,,,,,,,,,,,,,,,,,,
B94,その他及び詳細不明の感染症及び寄生虫症の続発・後遺症,,,,,,,,,,,,,,,,,,
B95,他章に分類される疾患の原因である連鎖球菌及びブドウ球菌,,,,,,,,,,,,,,,,,,
B96,他章に分類される疾患の原因であるその他の明示された細菌性病原体,,,,,,,,,,,,,,,,,,
B97,他章に分類される疾患の原因であるウイルス病原体,,,,,,,,,,,,,,,,,,
B98,他章に分類される疾患の原因であるその他の明示された感染性病原体,,,,,,,,,,,,,,,,,,
B980,他章に分類される疾患の原因であるヘリコバクター・ピロリ［H.pylori］,,,,,,,,,,,,,,,,,,
B981,他章に分類される疾患の原因であるビブリオ・バルニフィカス,,,,,,,,,,,,,,,,,,
B99,その他及び詳細不明の感染症,,,,,,,,,,,,,,,,,,
II,新生物＜腫瘍＞（C00－D48）,,,,,,,,,,,,,,,,,,
C00,口唇の悪性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
C02,舌のその他及び部位不明の悪性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
C03,歯肉の悪性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
C04,口（腔）底の悪性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
C05,口蓋の悪性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
C06,その他及び部位不明の口腔の悪性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
C08,その他及び部位不明の大唾液腺の悪性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
C088,大唾液腺の境界部病巣,,,,,,,,,,,,,,,,,,
C09,扁桃の悪性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
C10,中咽頭の悪性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
C11,鼻＜上＞咽頭の悪性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
C13,下咽頭の悪性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
C14,その他及び部位不明確の口唇，口腔及び咽頭の悪性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
C15,食道の悪性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
C150,頚部食道,,,,,,,,,,,,,,,,,,
C151,胸部食道,,,,,,,,,,,,,,,,,,
C152,腹部食道,,,,,,,,,,,,,,,,,,
C16,胃の悪性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
C17,小腸の悪性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
C18,結腸の悪性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
C21,肛門及び肛門管の悪性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
C22,肝及び肝内胆管の悪性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
C24,その他及び部位不明の胆道の悪性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
C25,膵の悪性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
C26,その他及び部位不明確の消化器の悪性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
C268,消化器系の境界部病巣,,,,,,,,,,,,,,,,,,
C30,鼻腔及び中耳の悪性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
C31,副鼻腔の悪性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
C32,喉頭の悪性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
C34,気管支及び肺の悪性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
C38,心臓，縦隔及び胸膜の悪性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
C39,その他及び部位不明確の呼吸器系及び胸腔内臓器の悪性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
C398,呼吸器及び胸腔内臓器の境界部病巣,,,,,,,,,,,,,,,,,,
C40,（四）肢の骨及び関節軟骨の悪性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
C41,その他及び部位不明の骨及び関節軟骨の悪性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
C418,骨及び関節軟骨の境界部病巣,,,,,,,,,,,,,,,,,,
C43,皮膚の悪性黒色腫,,,,,,,,,,,,,,,,,,
C44,皮膚のその他の悪性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
C45,中皮腫,,,,,,,,,,,,,,,,,,
C46,カポジ＜Kaposi＞肉腫,,,,,,,,,,,,,,,,,,
C468,多臓器のカポジ＜Kaposi＞肉腫,,,,,,,,,,,,,,,,,,
C47,末梢神経及び自律神経系の悪性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
C48,後腹膜及び腹膜の悪性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
C49,その他の結合組織及び軟部組織の悪性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
C50,乳房の悪性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
C51,外陰（部）の悪性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
C53,子宮頚部の悪性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
C54,子宮体部の悪性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
C56,卵巣の悪性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
C57,その他及び部位不明の女性生殖器の悪性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
C60,陰茎の悪性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
C62,精巣＜睾丸＞の悪性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
C63,その他及び部位不明の男性生殖器の悪性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
C64,腎盂を除く腎の悪性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
C65,腎盂の悪性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
C66,尿管の悪性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
C67,膀胱の悪性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
C68,その他及び部位不明の尿路の悪性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
C69,眼及び付属器の悪性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
C70,髄膜の悪性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
C71,脳の悪性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
C72,脊髄，脳神経及びその他の中枢神経系の部位の悪性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
C728,脳及び中枢神経系のその他の部位の境界部病巣,,,,,,,,,,,,,,,,,,
C74,副腎の悪性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
C75,その他の内分泌腺及び関連組織の悪性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
C76,その他及び部位不明確の悪性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
C767,その他の不明確な部位,,,,,,,,,,,,,,,,,,
C77,リンパ節の続発性及び部位不明の悪性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
C78,呼吸器及び消化器の続発性悪性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
C79,その他の部位及び部位不明の続発性悪性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
C80,悪性新生物＜腫瘍＞，部位が明示されていないもの,,,,,,,,,,,,,,,,,,
C809,悪性新生物＜腫瘍＞，原発部位詳細不明,,,,,,,,,,,,,,,,,,
C81,ホジキン＜Hodgkin＞リンパ腫,,,,,,,,,,,,,,,,,,
C82,ろ＜濾＞胞性リンパ腫,,,,,,,,,,,,,,,,,,
C827,ろ＜濾＞胞性リンパ腫のその他の型,,,,,,,,,,,,,,,,,,
C83,非ろ＜濾＞胞性リンパ腫,,,,,,,,,,,,,,,,,,
C84,成熟T/NK細胞リンパ腫,,,,,,,,,,,,,,,,,,
C845,その他の成熟T/NK細胞リンパ腫,,,,,,,,,,,,,,,,,,
C848,皮膚T細胞リンパ腫，詳細不明,,,,,,,,,,,,,,,,,,
C85,非ホジキン＜non-Hodgkin＞リンパ腫のその他及び詳細不明の型,,,,,,,,,,,,,,,,,,
C857,非ホジキン＜non-Hodgkin＞リンパ腫のその他の明示された型,,,,,,,,,,,,,,,,,,
C86,T/NK細胞リンパ腫のその他の明示された型,,,,,,,,,,,,,,,,,,
C88,悪性免疫増殖性疾患,,,,,,,,,,,,,,,,,,
C887,その他の悪性免疫増殖性疾患,,,,,,,,,,,,,,,,,,
C90,多発性骨髄腫及び悪性形質細胞性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
C91,リンパ性白血病,,,,,,,,,,,,,,,,,,
C917,その他のリンパ性白血病,,,,,,,,,,,,,,,,,,
C918,成熟B細胞性白血病バーキット＜Burkitt＞型,,,,,,,,,,,,,,,,,,
C92,骨髄性白血病,,,,,,,,,,,,,,,,,,
C927,その他の骨髄性白血病,,,,,,,,,,,,,,,,,,
C928,多系統異形成を伴う急性骨髄性白血病,,,,,,,,,,,,,,,,,,
C93,単球性白血病,,,,,,,,,,,,,,,,,,
C937,その他の単球性白血病,,,,,,,,,,,,,,,,,,
C94,細胞型の明示されたその他の白血病,,,,,,,,,,,,,,,,,,
C947,その他の明示された白血病,,,,,,,,,,,,,,,,,,
C95,細胞型不明の白血病,,,,,,,,,,,,,,,,,,
C957,細胞型不明のその他の白血病,,,,,,,,,,,,,,,,,,
C96,リンパ組織，造血組織及び関連組織のその他及び詳細不明の悪性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
C967,リンパ組織，造血組織及び関連組織のその他の明示された悪性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
C968,組織球性肉腫,,,,,,,,,,,,,,,,,,
C97,独立した（原発性）多部位の悪性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
D00,口腔，食道及び胃の上皮内癌,,,,,,,,,,,,,,,,,,
D01,その他及び部位不明の消化器の上皮内癌,,,,,,,,,,,,,,,,,,
D02,中耳及び呼吸器系の上皮内癌,,,,,,,,,,,,,,,,,,
D03,上皮内黒色腫,,,,,,,,,,,,,,,,,,
D04,皮膚の上皮内癌,,,,,,,,,,,,,,,,,,
D05,乳房の上皮内癌,,,,,,,,,,,,,,,,,,
D057,乳房のその他の上皮内癌,,,,,,,,,,,,,,,,,,
D06,子宮頚（部）の上皮内癌,,,,,,,,,,,,,,,,,,
D07,その他及び部位不明の生殖器の上皮内癌,,,,,,,,,,,,,,,,,,
D09,その他及び部位不明の上皮内癌,,,,,,,,,,,,,,,,,,
D097,その他の明示された部位の上皮内癌,,,,,,,,,,,,,,,,,,
D10,口腔及び咽頭の良性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
D11,大唾液腺の良性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
D12,結腸，直腸，肛門及び肛門管の良性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
D13,消化器系のその他及び部位不明確の良性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
D14,中耳及び呼吸器系の良性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
D15,その他及び部位不明の胸腔内臓器の良性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
D16,骨及び関節軟骨の良性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
D17,良性脂肪腫性新生物＜腫瘍＞（脂肪腫を含む）,,,,,,,,,,,,,,,,,,
D18,血管腫及びリンパ管腫，全ての部位,,,,,,,,,,,,,,,,,,
D19,中皮組織の良性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
D20,後腹膜及び腹膜の軟部組織の良性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
D21,結合組織及びその他の軟部組織のその他の良性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
D22,メラニン細胞性母斑,,,,,,,,,,,,,,,,,,
D23,皮膚のその他の良性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
D24,乳房の良性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
D25,子宮平滑筋腫,,,,,,,,,,,,,,,,,,
D26,子宮のその他の良性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
D27,卵巣の良性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
D28,その他及び部位不明の女性生殖器の良性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
D29,男性生殖器の良性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
D297,その他の男性生殖器,,,,,,,,,,,,,,,,,,
D30,腎尿路の良性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
D307,その他の尿路,,,,,,,,,,,,,,,,,,
D31,眼及び付属器の良性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
D32,髄膜の良性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
D33,脳及び中枢神経系のその他の部位の良性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
D35,その他及び部位不明の内分泌腺の良性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
D358,複数の内分泌腺,,,,,,,,,,,,,,,,,,
D36,その他の部位及び部位不明の良性新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
D37,口腔及び消化器の性状不詳又は不明の新生物＜腫瘍＞,,,,,,,,,,,,,,,,,,
